name,startDate,endDate,city,state,image,icon,website
QuackCon,2016-10-14,2016-10-16,Eugene,OR,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/400/thumb/d549896a71da-presplash_Cropped.jpg?1469638363,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/400/thumb/logo.jpg?1469638362,http://www.quackcon.com/
DubHacks,2016-10-15,2016-10-16,Seattle,WA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/425/thumb/b1ad9477de7d-background_300px.png?1472048405,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/425/thumb/4164fddbdfe2-logo_100px.png?1472048405,http://16f.dubhacks.co/
GlassHacks,2016-10-15,2016-10-16,Toledo,OH,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/458/thumb/glasshacks_background.jpg?1474387061,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/458/thumb/glasshacks_logo.png?1474387061,http://glasshacks.net/
HackMizzou,2016-10-15,2016-10-16,Columbia,MO,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/469/thumb/67937bbab804-forest300x300.png?1475160513,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/469/thumb/10404c61651b-HackMizzou100x100.png?1475160513,http://hackmizzou.com
HackRiddle,2016-10-15,2016-10-16,Daytona Beach,FL,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/405/thumb/e2bc574afde4-mlh_background.png?1470327124,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/405/thumb/957e26d8c0e8-hackriddle_circle_small.png?1470327124,http://hackriddle.com/
Citrus Hack,2016-10-21,2016-10-23,Riverside,CA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/429/thumb/0a498ee1cb29-MLH_Season_Splash_Background.png?1472576356,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/429/thumb/132e9a0d9888-MLH_Season_Splash_Logo.png?1472576355,http://www.citrushack.com/
HackGSU,2016-10-21,2016-10-23,Atlanta,GA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/427/thumb/centennial.jpg?1472481392,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/427/thumb/2dfff3ffdf87-100x100_Georgia_State_Panthers_Logo.png?1472481302,http://hackgsu.com/
HackHarvard,2016-10-21,2016-10-23,Cambridge,MA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/411/thumb/background.png?1471537691,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/411/thumb/logo.jpg?1471537691,http://hackharvard.io/
HopHacks,2016-10-21,2016-10-23,Baltimore,MD,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/463/thumb/hophacks_splash.png?1474986228,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/463/thumb/hophacks_logo.png?1474986228,https://hophacks.com/
YCP Hacks,2016-10-21,2016-10-23,York,PA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/407/thumb/865e0207fbcf-Yorktowne.png?1470930630,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/407/thumb/110d11e4cb96-Fountain_ico.png?1470930629,http://www.ycphacks.io/
BioHackLA,2016-10-22,2016-10-23,Los Angeles,CA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/457/thumb/f18536e9f928-4549221_circuit_board.jpg?1474386712,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/457/thumb/116838fdfd64-Screen_Shot_2016_09_14_at_4.31.38_PM.png?1474386712,http://www.calstatelabusiness.com/biohacklaland
FiskHacks,2016-10-22,2016-10-23,Nashville,TN,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/439/thumb/fiskhacks_splash.png?1473198481,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/439/thumb/fiskhacks_logo.png?1473198480,http://fiskhacks.org/
HackRU,2016-10-22,2016-10-23,New Brunswick,NJ,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/428/thumb/e76566a3cd2b-splash_image_HackRU.png?1472493591,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/428/thumb/3b9064ba3d90-logo_HackRU.png?1472493590,http://www.hackru.org/
HackTX,2016-10-22,2016-10-23,Austin,TX,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/445/thumb/abb3bfbc7fc9-dontmesswithaustintexasweb.jpg?1473343316,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/445/thumb/unnamed.png?1473384027,https://hacktx.com/
MIA Game Jam,2016-10-22,2016-10-23,Miami,FL,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/409/thumb/cc22c39127b3-Splash2.jpg?1471014416,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/409/thumb/86d1a7e8f343-MIAGameJamLogo100x100.jpg?1471014416,http://www.miagamejam.com/
HackBajio,2016-10-28,2016-10-30,Leon,MX,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/489/thumb/5e9397fb06e2-12744061_997026657047213_8119146837550134855_n_2.jpg?1477339730,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/489/thumb/a00183c4cc7c-final2.png?1477339729,http://karenina23dic.wixsite.com/e-gov
hackMarist,2016-10-28,2016-10-30,Poughkeepsie,NY,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/461/thumb/unnamed.jpg?1474474112,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/461/thumb/db6e1ef4431b-hackathon_logo_300px.jpg?1474474111,https://hackmarist.com/
HackNC,2016-10-28,2016-10-30,Chapel Hill,NC,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/432/thumb/ad14916e6e95-hacknc_splash.jpg?1472851570,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/432/thumb/a106343390b1-hacknc_logo.png?1472851570,https://hacknc.com/
CodeRED Curiosity,2016-10-29,2016-10-30,Houston,TX,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/410/thumb/codered_square.jpg?1471358524,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/410/thumb/codered_logo.jpg?1471358524,https://uhcode.red/
Invent:YU,2016-10-29,2016-10-30,New York,NY,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/464/thumb/invent_yu_splash.png?1474987046,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/464/thumb/invent_yu_logo.png?1474987046,https://inventyu.com/
ArchHacks ,2016-11-04,2016-11-06,St Louis,MO,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/394/thumb/3cc95e0f87ba-MLH_ArchHacks_Splash_Image.jpg?1468513253,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/394/thumb/d804ade10677-MLH_ArchHacks_Logo.jpg?1468513253,http://archhacks.io/
Electric City Hacks,2016-11-04,2016-11-06,Peterborough,ON,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/402/thumb/trent-mlh-background.png?1470065543,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/402/thumb/unnamed.png?1470066337,http://2016.echacks.xyz/
HackathonCOPARMEX,2016-11-04,2016-11-05,Cuernavaca,MX,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/479/thumb/slider7.jpg?1476117423,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/479/thumb/e1ce919a562d-logo_hackcoparmex_300x300.png?1476117422,http://hackathoncoparmex.mx/
HackHolyoke,2016-11-04,2016-11-05,South Hadley,MA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/443/thumb/hack_holyoke_logo.jpg?1473281782,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/443/thumb/hack_holyoke_splash.png?1473281780,http://www.hackholyoke.com/
Hoya Hacks ,2016-11-04,2016-11-06,Washington,DC,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/435/thumb/1b0c0a537195-MLHSplash.png?1473063426,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/435/thumb/ecf5a34a5f58-bulldog.png?1473063425,http://www.hoyahacks.com/
UGA Hacks,2016-11-04,2016-11-06,Athens,GA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/481/thumb/3359ab02e01c-UGAHACKS_SPLASH_MLH_300x300.png?1476215791,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/481/thumb/7eb8454090f1-UGAHACKS_LOGO_MLH_100x100.png?1476215790,http://www.ugahacks.com/
Hack AE,2016-11-05,2016-11-06,Binghamton,NY,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/436/thumb/Hack_AE_Splash.jpg?1473181809,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/436/thumb/Hack_AE_Logo.png?1473181808,http://theaeac.org/events/hackae/
HackNJIT,2016-11-05,2016-11-06,Newark,NJ,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/455/thumb/photo.jpg?1473884805,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/455/thumb/228400a0fe4a-HackNJITAvatar100.jpeg?1473884805,http://hacknjit.org/
Hack The Hill,2016-11-05,2016-11-06,Bowling Green,KY,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/442/thumb/hack_the_hill_splash.jpg?1473267090,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/442/thumb/hack_the_hill_logo.png?1473267090,http://hackthehill.io/
Huskie Hack 2016 ,2016-11-05,2016-11-06,DeKalb,IL,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/403/thumb/16-HSC-0621-RB-07_640x320.jpg?1470150617,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/403/thumb/59fffd1d727a-black_paw.png?1470150616,http://www.huskiehack.org/
Technica,2016-11-05,2016-11-06,College Park,MD,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/451/thumb/technica_splash.png?1473775071,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/451/thumb/technica_logo.png?1473775071,http://gotechnica.org/
GunnHacks,2016-11-11,2016-11-13,Palo Alto,CA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/476/thumb/9e41796b1aba-new.jpg?1475981175,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/476/thumb/dcb8252d8075-14627821_1301373256574601_541012331_n.jpg?1475981174,https://gunnhacks.com/
Hackital,2016-11-11,2016-11-13,Washington,DC,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/462/thumb/hackital_background.png?1474558385,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/462/thumb/hackital-1.png?1474570367,http://hackital.io/
Hack K-State,2016-11-11,2016-11-13,Manhattan,KS,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/486/thumb/c67c303556d0-MLH_Splash.jpg?1476892864,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/486/thumb/b4bfcf98938b-MLH_Logo.png?1476892863,https://hack.k-state.io/
HackPrinceton,2016-11-11,2016-11-13,Princeton,NJ,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/470/thumb/8bccbc46b394-300x300.png?1475456073,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/470/thumb/65de84f9b0ef-100x100.png?1475456073,https://hackprinceton.com/
HackTheU,2016-11-11,2016-11-12,Salt Lake City,UT,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/453/thumb/69ed1b254613-exterior_rendering_small.jpg?1473802264,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/453/thumb/df6c0d60df48-HackULogoWhite.png?1473802263,http://hacktheu.com/
VandyHacks,2016-11-11,2016-11-13,Nashville,TN,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/467/thumb/52d431a3dbc4-Splash.png?1475074427,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/467/thumb/227417dc524c-Logo.jpg?1475074426,http://www.vandyhacks.org/
HackPSU,2016-11-12,2016-11-13,State College,PA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/446/thumb/4fe2f305a771-hackpsuSPLASH.png?1473344393,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/446/thumb/f80f0c13c6d3-hackpsulogo100x100.png?1473344393,http://hackpsu.org/
HackRPI,2016-11-12,2016-11-13,Troy,NY,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/438/thumb/hackrpi_background.png?1473198270,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/438/thumb/hackrpi_logo.png?1473198270,https://hackrpi.com/
MLH Prime: Southwest,2016-11-12,2016-11-13,Austin,TX,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/454/thumb/mlh-wesbite-splash-2.jpg?1473862926,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/454/thumb/mlh-wesbite-logo.jpg?1473862925,https://prime.mlh.io/events/southwest-regional/
MxHacks IV,2016-11-12,2016-11-13,Santa Fe,MX,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/450/thumb/212ff59d0b78-300_x_300.png?1473692103,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/450/thumb/03d43fb9de2b-100_x_100.png?1473692103,https://mxhacks.mx/#/
TecmiHacks,2016-11-12,2016-11-13,Monterrey,MX,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/448/thumb/screencapture-tecmihacks-1473444565042.png?1473444655,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/448/thumb/327ca58050fb-tecmihacks_emblem.png?1473444655,http://www.tecmihacks.com/
WildHacks ,2016-11-18,2016-11-20,Evanston,IL ,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/433/thumb/d35a80928d40-mlh.png?1472967957,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/433/thumb/cb3140616b7b-Artboard_1.png?1472967957,http://wildhacks.org/
Def Hacks() NY,2016-11-19,2016-11-20,New York,NY,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/527/thumb/def300.png?1478290702,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/527/thumb/def100.png?1478290702,http://defhacks.xyz/ny.html
HackDuke: Code For Good,2016-11-19,2016-11-20,Durham,NC,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/468/thumb/79ea9123b5d3-duke.png?1475160234,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/468/thumb/46eb3dd679b3-banner.png?1475160233,https://www.hackduke.org/
The Lady Hacks,2016-11-19,2016-11-20,Toronto,ON,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/493/thumb/14958115_618055635033957_1798768685_o.jpg?1478097768,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/493/thumb/d25b54c93042-14666191_612127508960103_2810422723297829197_n.jpg?1478097767,http://theladyhacks.com/
Creative Hack,2016-12-02,2016-12-03,Nezahualcóyotl,MX,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/537/thumb/unam_splash.jpg?1479402907,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/537/thumb/unam_logo.png?1479402907,https://gdgunam.com/hack
LehighHacks,2016-12-02,2016-12-03,Bethlehem,PA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/485/thumb/intro-bg.jpg?1476729835,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/485/thumb/de299a57c7a0-lehighhacks_logo_300.png?1476729835,http://www.lehighhacks.com/
Local Hack Day,2016-12-03,2016-12-03,Everywhere,Worldwide,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/396/thumb/lhd-back.png?1468939342,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/396/thumb/lhd_front.png?1468939341,https://localhackday.mlh.io/
Hack the Valley,2017-01-07,2017-01-08,Toronto,ON,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/556/thumb/hack_the_valley_splash.png?1481580684,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/556/thumb/hack_the_valley_logo.png?1481580683,https://www.hackvalley.com/
Hack Arizona,2017-01-13,2017-01-15,Tucson,AZ,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/539/thumb/hack_arizona_splash.jpg?1479487969,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/539/thumb/hack_arizona_logo.jpg?1479487969,http://hackarizona.org/
[email protected],2017-01-13,2017-01-15,Worcester,MA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/550/thumb/wpi_splash.jpg?1480732070,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/550/thumb/wpi_logo.png?1480732070,http://hack.wpi.edu/
Def Hacks Seattle,2017-01-14,2017-01-15,Seattle,WA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/567/thumb/defhacks_splash.jpg?1482338138,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/567/thumb/defhacks_logo.jpg?1482338138,http://defhacks.io/seattle.html
HackFRee,2017-01-14,2017-01-15,Manalapan,NJ,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/494/thumb/-tb0423m.jpg20140424.jpg?1478114449,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/494/thumb/895c27aea871-HACKFREE_300X300.png?1478114448,http://hackfree.info/
Ünçömmön Ha¢ks,2017-01-14,2017-01-15,Chicago,IL,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/475/thumb/66ae97867ceb-mlh_300x300.png?1475968961,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/475/thumb/0fbdfaa86f1a-100x100.jpg?1475968961,http://uncommonhacks.com/
Boilermake,2017-01-20,2017-01-22,West Lafayette,IN,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/577/thumb/c135bcebaba8-mlh_cover.png?1483544000,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/577/thumb/44345b9e9ddb-logo_s17.png?1483543999,https://boilermake.org/
Hack UCSC,2017-01-20,2017-01-22,Santa Cruz,CA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/542/thumb/ucsc_back.jpeg?1479854062,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/542/thumb/ucsc_logo.jpg?1479854062,http://www.hackucsc.com/
SB Hacks ,2017-01-20,2017-01-22,Santa Barbara,CA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/492/thumb/f62b8e1185de-cover_mlh.png?1478048314,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/492/thumb/3847ca6fd027-pro_mlh2.png?1478048313,http://www.sbhacks.com/
SpartaHack 2017,2017-01-20,2017-01-22,East Lansing,MI,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/529/thumb/sparta_splash.png?1479237472,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/529/thumb/sparta_logo.png?1479237472,http://www.spartahack.com/
SwampHacks,2017-01-20,2017-01-22,Gainesville,FL,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/555/thumb/SHSocialMedia_splash.png?1481319554,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/555/thumb/f2de0560f428-SHSocialMedia_profile.png?1481310502,http://2017.swamphacks.com/
UofTHacks,2017-01-20,2017-01-22,Toronto,ON,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/545/thumb/45480544e69a-300.png?1480363233,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/545/thumb/144644d26a1f-100.png?1480363233,https://uofthacks.com/
ConUHacks,2017-01-21,2017-01-22,Montreal,QC,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/530/thumb/conu_splash.png?1479238162,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/530/thumb/conu_logo.png?1479238162,http://conuhacks.io/
HackDavis,2017-01-21,2017-01-22,Davis,CA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/535/thumb/hackdavis_splash.png?1479316986,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/535/thumb/hackdavis_logo.png?1479316986,https://hackdavis.io/
